TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
15441,species,gycfly1,Gray-crowned Flycatcher,Tolmomyias poliocephalus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,gycfly1
15445,species,yebfly1,Yellow-breasted Flycatcher,Tolmomyias flaviventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yebfly1
15446,issf,yebfly3,Yellow-breasted Flycatcher (Ochre-lored),Tolmomyias flaviventris [flaviventris Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,yebfly1
15450,issf,yebfly4,Yellow-breasted Flycatcher (Olive-faced),Tolmomyias flaviventris [viridiceps Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,yebfly1
15454,spuh,tolmom1,Tolmomyias sp.,Tolmomyias sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tolmom1
15455,species,cinmat1,Cinnamon Manakin-Tyrant,Neopipo cinnamomea,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cinmat1
15458,species,kincal1,Kinglet Calyptura,Calyptura cristata,Passeriformes,Tyrannidae (Tyrant Flycatchers),,kincal1
15459,species,cicspa1,Cinnamon-crested Spadebill,Platyrinchus saturatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cicspa1
15462,species,sttspa1,Stub-tailed Spadebill,Platyrinchus cancrominus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,sttspa1
15463,species,whtspa1,White-throated Spadebill,Platyrinchus mystaceus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whtspa1
15464,issf,whtspa2,White-throated Spadebill (Western),Platyrinchus mystaceus [albogularis Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,whtspa1
15470,issf,whtspa3,White-throated Spadebill (Eastern),Platyrinchus mystaceus [mystaceus Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,whtspa1
15480,species,gocspa1,Golden-crowned Spadebill,Platyrinchus coronatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,gocspa1
15484,species,yetspa1,Yellow-throated Spadebill,Platyrinchus flavigularis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yetspa1
15487,species,whcspa1,White-crested Spadebill,Platyrinchus platyrhynchos,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whcspa1
15492,species,ruwspa1,Russet-winged Spadebill,Platyrinchus leucoryphus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ruwspa1
15493,spuh,spadeb1,spadebill sp.,Platyrinchus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,spadeb1
15494,species,royfly1,Royal Flycatcher,Onychorhynchus coronatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Royal Flycatcher, Myiobius, and Others",royfly1
15495,issf,royfly2,Royal Flycatcher (Northern),Onychorhynchus coronatus mexicanus/fraterculus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,royfly1
15498,issf,royfly3,Royal Flycatcher (Pacific),Onychorhynchus coronatus occidentalis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,royfly1
15499,issf,royfly4,Royal Flycatcher (Amazonian),Onychorhynchus coronatus coronatus/castelnaui,Passeriformes,Tyrannidae (Tyrant Flycatchers),,royfly1
15502,issf,royfly5,Royal Flycatcher (Swainson's),Onychorhynchus coronatus swainsoni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,royfly1
15503,species,rutfly2,Ruddy-tailed Flycatcher,Terenotriccus erythrurus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rutfly2
15512,species,cinfly2,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cinfly2
15513,issf,cinfly3,Cinnamon Flycatcher (Santa Marta),Pyrrhomyias cinnamomeus assimilis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cinfly2
15514,issf,cinfly4,Cinnamon Flycatcher (Venezuelan),Pyrrhomyias cinnamomeus [vieillotioides Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,cinfly2
15518,issf,cinfly1,Cinnamon Flycatcher (Andean),Pyrrhomyias cinnamomeus cinnamomeus/pyrrhopterus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cinfly2
15521,species,clifly1,Cliff Flycatcher,Hirundinea ferruginea,Passeriformes,Tyrannidae (Tyrant Flycatchers),,clifly1
15522,issf,clifly2,Cliff Flycatcher (Cliff),Hirundinea ferruginea ferruginea/sclateri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,clifly1
15525,issf,clifly3,Cliff Flycatcher (Swallow),Hirundinea ferruginea bellicosa/pallidior,Passeriformes,Tyrannidae (Tyrant Flycatchers),,clifly1
15528,species,hanfly1,Handsome Flycatcher,Nephelomyias pulcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,hanfly1
15532,species,orbfly1,Orange-banded Flycatcher,Nephelomyias lintoni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,orbfly1
15533,species,ocbfly2,Ochraceous-breasted Flycatcher,Nephelomyias ochraceiventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ocbfly2
15534,species,tabfly1,Tawny-breasted Flycatcher,Myiobius villosus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tabfly1
15539,species,surfly1,Sulphur-rumped Flycatcher,Myiobius sulphureipygius,Passeriformes,Tyrannidae (Tyrant Flycatchers),,surfly1
15542,species,whifly1,Whiskered Flycatcher,Myiobius barbatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whifly1
15543,issf,surfly4,Whiskered Flycatcher (Whiskered),Myiobius barbatus [barbatus Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,whifly1
15548,issf,surfly5,Whiskered Flycatcher (Yellow-rumped),Myiobius barbatus mastacalis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whifly1
15549,species,bltfly1,Black-tailed Flycatcher,Myiobius atricaudus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bltfly1
15550,issf,bktfly1,Black-tailed Flycatcher (Black-tailed),Myiobius atricaudus [atricaudus Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,bltfly1
15557,issf,bktfly2,Black-tailed Flycatcher (Buff-rumped),Myiobius atricaudus ridgwayi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bltfly1
15558,slash,y01037,Sulphur-rumped/Black-tailed Flycatcher,Myiobius sulphureipygius/atricaudus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,y01037
15559,slash,y01038,Whiskered/Black-tailed Flycatcher,Myiobius barbatus/atricaudus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,y01038
15560,spuh,myiobi1,Myiobius sp.,Myiobius sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,myiobi1
15561,species,flafly2,Flavescent Flycatcher,Myiophobus flavicans,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",flafly2
15567,species,orcfly1,Orange-crested Flycatcher,Myiophobus phoenicomitra,Passeriformes,Tyrannidae (Tyrant Flycatchers),,orcfly1
15570,species,unafly1,Unadorned Flycatcher,Myiophobus inornatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,unafly1
15571,species,rorfly1,Roraiman Flycatcher,Myiophobus roraimae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rorfly1
15575,species,olcfly1,Olive-chested Flycatcher,Myiophobus cryptoxanthus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,olcfly1
15576,species,brcfly1,Bran-colored Flycatcher,Myiophobus fasciatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,brcfly1
15577,issf,brcfly2,Bran-colored Flycatcher (Bran-colored),Myiophobus fasciatus [fasciatus Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,brcfly1
15584,issf,brcfly3,Bran-colored Flycatcher (Rufescent),Myiophobus fasciatus rufescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,brcfly1
15585,spuh,myioph1,Myiophobus sp.,Myiophobus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,myioph1
15586,species,eulfly1,Euler's Flycatcher,Lathrotriccus euleri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,eulfly1
15587,issf,eulfly2,Euler's Flycatcher (Lawrence's),Lathrotriccus euleri [flaviventris Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,eulfly1
15591,issf,eulfly3,Euler's Flycatcher (Euler's),Lathrotriccus euleri euleri/argentinus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,eulfly1
15594,species,gybfly1,Gray-breasted Flycatcher,Lathrotriccus griseipectus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,gybfly1
15595,species,tacfly1,Tawny-chested Flycatcher,Aphanotriccus capitalis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tacfly1
15596,species,blbfly1,Black-billed Flycatcher,Aphanotriccus audax,Passeriformes,Tyrannidae (Tyrant Flycatchers),,blbfly1
15597,species,belfly1,Belted Flycatcher,Xenotriccus callizonus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,belfly1
15598,species,pilfly1,Pileated Flycatcher,Xenotriccus mexicanus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pilfly1
15599,species,tuffly,Tufted Flycatcher,Mitrephanes phaeocercus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tuffly
15600,issf,tuffly1,Tufted Flycatcher (Mexican),Mitrephanes phaeocercus phaeocercus/tenuirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tuffly
15603,issf,tuffly2,Tufted Flycatcher (Costa Rican),Mitrephanes phaeocercus aurantiiventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tuffly
15604,issf,tuffly3,Tufted Flycatcher (South American),Mitrephanes phaeocercus berlepschi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tuffly
15605,species,olifly2,Olive Flycatcher,Mitrephanes olivaceus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,olifly2
15606,species,olsfly,Olive-sided Flycatcher,Contopus cooperi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,olsfly
15607,species,grepew,Greater Pewee,Contopus pertinax,Passeriformes,Tyrannidae (Tyrant Flycatchers),,grepew
15608,issf,grepew1,Greater Pewee (Mexican),Contopus pertinax pertinax,Passeriformes,Tyrannidae (Tyrant Flycatchers),,grepew
15609,issf,grepew2,Greater Pewee (Central American),Contopus pertinax minor,Passeriformes,Tyrannidae (Tyrant Flycatchers),,grepew
15610,species,darpew1,Dark Pewee,Contopus lugubris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,darpew1
15611,species,smcpew1,Smoke-colored Pewee,Contopus fumigatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,smcpew1
15618,species,ochpew1,Ochraceous Pewee,Contopus ochraceus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ochpew1
15619,species,wewpew,Western Wood-Pewee,Contopus sordidulus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,wewpew
15624,species,eawpew,Eastern Wood-Pewee,Contopus virens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,eawpew
15625,hybrid,x00858,Western x Eastern Wood-Pewee (hybrid),Contopus sordidulus x virens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,x00858
15626,slash,woopew,Western/Eastern Wood-Pewee,Contopus sordidulus/virens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,woopew
15627,species,tropew1,Tropical Pewee,Contopus cinereus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tropew1
15628,issf,tropew4,Tropical Pewee (Short-legged),Contopus cinereus [brachytarsus Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,tropew1
15632,issf,tropew3,Tropical Pewee (Tropical),Contopus cinereus [cinereus Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,tropew1
15637,issf,tropew2,Tropical Pewee (Tumbes),Contopus cinereus punensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tropew1
15638,species,cubpew1,Cuban Pewee,Contopus caribaeus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cubpew1
15643,species,jampew1,Jamaican Pewee,Contopus pallidus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,jampew1
15644,species,hispew1,Hispaniolan Pewee,Contopus hispaniolensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,hispew1
15647,species,leapew1,Lesser Antillean Pewee,Contopus latirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,leapew1
15648,issf,leapew2,Lesser Antillean Pewee (Lesser Antilles),Contopus latirostris brunneicapillus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,leapew1
15649,issf,leapew3,Lesser Antillean Pewee (Puerto Rico),Contopus latirostris blancoi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,leapew1
15650,issf,leapew4,Lesser Antillean Pewee (St. Lucia),Contopus latirostris latirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,leapew1
15651,species,whtpew1,White-throated Pewee,Contopus albogularis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whtpew1
15652,species,blapew1,Blackish Pewee,Contopus nigrescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,blapew1
15655,spuh,pewee1,pewee sp. (Contopus sp.),Contopus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pewee1
15656,species,fusfly1,Fuscous Flycatcher,Cnemotriccus fuscatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,fusfly1
15657,issf,fusfly3,Fuscous Flycatcher (Campina),Cnemotriccus fuscatus duidae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,fusfly1
15658,issf,fusfly2,Fuscous Flycatcher (Fuscous),Cnemotriccus fuscatus [fuscatus Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,fusfly1
15665,species,yebfly,Yellow-bellied Flycatcher,Empidonax flaviventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yebfly
15666,species,acafly,Acadian Flycatcher,Empidonax virescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,acafly
15667,species,aldfly,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),,aldfly
15668,species,wilfly,Willow Flycatcher,Empidonax traillii,Passeriformes,Tyrannidae (Tyrant Flycatchers),,wilfly
15669,issf,wilfly1,Willow Flycatcher (Eastern),Empidonax traillii traillii,Passeriformes,Tyrannidae (Tyrant Flycatchers),,wilfly
15670,issf,wilfly2,Willow Flycatcher (Northwestern),Empidonax traillii brewsteri/adastus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,wilfly
15673,issf,wilfly3,Willow Flycatcher (Southwestern),Empidonax traillii extimus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,wilfly
15674,slash,y00324,Alder/Willow Flycatcher (Traill's Flycatcher),Empidonax alnorum/traillii,Passeriformes,Tyrannidae (Tyrant Flycatchers),,y00324
15675,species,whtfly1,White-throated Flycatcher,Empidonax albigularis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whtfly1
15679,species,leafly,Least Flycatcher,Empidonax minimus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,leafly
15680,species,hamfly,Hammond's Flycatcher,Empidonax hammondii,Passeriformes,Tyrannidae (Tyrant Flycatchers),,hamfly
15681,species,gryfly,Gray Flycatcher,Empidonax wrightii,Passeriformes,Tyrannidae (Tyrant Flycatchers),,gryfly
15682,species,dusfly,Dusky Flycatcher,Empidonax oberholseri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,dusfly
15683,slash,y00618,Gray/Dusky Flycatcher,Empidonax wrightii/oberholseri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,y00618
15684,slash,y00014,Hammond's/Dusky Flycatcher,Empidonax hammondii/oberholseri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,y00014
15685,species,pinfly1,Pine Flycatcher,Empidonax affinis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pinfly1
15691,species,pasfly,Pacific-slope Flycatcher,Empidonax difficilis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pasfly
15695,species,corfly,Cordilleran Flycatcher,Empidonax occidentalis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,corfly
15698,hybrid,x00770,Pacific-slope x Cordilleran Flycatcher (hybrid),Empidonax difficilis x occidentalis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,x00770
15699,slash,wesfly,Pacific-slope/Cordilleran Flycatcher (Western Flycatcher),Empidonax difficilis/occidentalis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,wesfly
15700,species,yelfly1,Yellowish Flycatcher,Empidonax flavescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yelfly1
15704,species,bubfly,Buff-breasted Flycatcher,Empidonax fulvifrons,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bubfly
15711,species,blcfly1,Black-capped Flycatcher,Empidonax atriceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,blcfly1
15712,spuh,empido,Empidonax sp.,Empidonax sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,empido
15713,species,blkpho,Black Phoebe,Sayornis nigricans,Passeriformes,Tyrannidae (Tyrant Flycatchers),,blkpho
15714,issf,blkpho1,Black Phoebe (Northern),Sayornis nigricans [nigricans Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,blkpho
15719,issf,blkpho2,Black Phoebe (White-winged),Sayornis nigricans latirostris/angustirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,blkpho
15722,species,easpho,Eastern Phoebe,Sayornis phoebe,Passeriformes,Tyrannidae (Tyrant Flycatchers),,easpho
15723,hybrid,x00621,Black x Eastern Phoebe (hybrid),Sayornis nigricans x phoebe,Passeriformes,Tyrannidae (Tyrant Flycatchers),,x00621
15724,species,saypho,Say's Phoebe,Sayornis saya,Passeriformes,Tyrannidae (Tyrant Flycatchers),,saypho
15727,hybrid,x00635,Black x Say's Phoebe (hybrid),Sayornis nigricans x saya,Passeriformes,Tyrannidae (Tyrant Flycatchers),,x00635
15728,spuh,phoebe1,phoebe sp.,Sayornis sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,phoebe1
15729,species,verfly,Vermilion Flycatcher,Pyrocephalus rubinus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,verfly
15730,issf,verfly5,Vermilion Flycatcher (Northern),Pyrocephalus rubinus [mexicanus Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,verfly
15735,issf,verfly6,Vermilion Flycatcher (saturatus),Pyrocephalus rubinus saturatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,verfly
15736,issf,verfly7,Vermilion Flycatcher (obscurus Group),Pyrocephalus rubinus [obscurus Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,verfly
15742,issf,verfly1,Vermilion Flycatcher (Austral),Pyrocephalus rubinus rubinus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,verfly
15743,issf,verfly3,Vermilion Flycatcher (Galapagos),Pyrocephalus rubinus nanus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,verfly
15744,issf,verfly8,Vermilion Flycatcher (San Cristobal),Pyrocephalus rubinus dubius,Passeriformes,Tyrannidae (Tyrant Flycatchers),,verfly
15745,species,ausneg1,Austral Negrito,Lessonia rufa,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ausneg1
15746,species,andneg1,Andean Negrito,Lessonia oreas,Passeriformes,Tyrannidae (Tyrant Flycatchers),,andneg1
15747,slash,y00603,Austral/Andean Negrito,Lessonia rufa/oreas,Passeriformes,Tyrannidae (Tyrant Flycatchers),,y00603
15748,species,rivtyr2,Riverside Tyrant,Knipolegus orenocensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rivtyr2
15749,issf,rivtyr3,Riverside Tyrant (Riverside),Knipolegus orenocensis orenocensis/xinguensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rivtyr2
15752,issf,rivtyr4,Riverside Tyrant (Sclater's),Knipolegus orenocensis sclateri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rivtyr2
15753,species,ruttyr1,Rufous-tailed Tyrant,Knipolegus poecilurus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ruttyr1
15759,species,ambtyr1,Amazonian Black-Tyrant,Knipolegus poecilocercus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ambtyr1
15760,species,whwblt2,Caatinga Black-Tyrant,Knipolegus franciscanus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whwblt2
15761,species,crbtyr1,Crested Black-Tyrant,Knipolegus lophotes,Passeriformes,Tyrannidae (Tyrant Flycatchers),,crbtyr1
15762,species,vebtyr1,Velvety Black-Tyrant,Knipolegus nigerrimus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,vebtyr1
15763,species,andtyr3,Jelski's Black-Tyrant,Knipolegus signatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,andtyr3
15764,species,andtyr2,Plumbeous Black-Tyrant,Knipolegus cabanisi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,andtyr2
15765,slash,andtyr1,Jelski's/Plumbeous Black-Tyrant,Knipolegus signatus/cabanisi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,andtyr1
15766,species,bbbtyr1,Blue-billed Black-Tyrant,Knipolegus cyanirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bbbtyr1
15767,species,cintyr1,Cinereous Tyrant,Knipolegus striaticeps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cintyr1
15768,species,whwblt1,White-winged Black-Tyrant,Knipolegus aterrimus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whwblt1
15769,issf,whwblt4,White-winged Black-Tyrant (White-rumped),Knipolegus aterrimus heterogyna,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whwblt1
15770,issf,whwblt5,White-winged Black-Tyrant (White-winged),Knipolegus aterrimus aterrimus/anthracinus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whwblt1
15773,species,hubtyr1,Hudson's Black-Tyrant,Knipolegus hudsoni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,hubtyr1
15774,slash,y00971,White-winged/Hudson's Black-Tyrant,Knipolegus aterrimus/hudsoni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,y00971
15775,spuh,black-2,black-tyrant sp.,Knipolegus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,black-2
15776,species,spetyr1,Spectacled Tyrant,Hymenops perspicillatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,spetyr1
15779,species,drwtyr1,Drab Water Tyrant,Ochthornis littoralis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,drwtyr1
15780,species,yebtyr2,Yellow-browed Tyrant,Satrapa icterophrys,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yebtyr2
15781,species,ligtyr1,Little Ground-Tyrant,Muscisaxicola fluviatilis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ligtyr1
15782,species,sbgtyr1,Spot-billed Ground-Tyrant,Muscisaxicola maculirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,sbgtyr1
15786,species,tacgrt1,Taczanowski's Ground-Tyrant,Muscisaxicola griseus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tacgrt1
15787,species,pugtyr1,Puna Ground-Tyrant,Muscisaxicola juninensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pugtyr1
15788,species,cingrt1,Cinereous Ground-Tyrant,Muscisaxicola cinereus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cingrt1
15791,species,wfgtyr1,White-fronted Ground-Tyrant,Muscisaxicola albifrons,Passeriformes,Tyrannidae (Tyrant Flycatchers),,wfgtyr1
15792,species,ongtyr1,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ongtyr1
15795,species,rngtyr1,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rngtyr1
15796,issf,rungrt1,Rufous-naped Ground-Tyrant (Rufous-naped),Muscisaxicola rufivertex rufivertex/occipitalis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rngtyr1
15799,issf,rungrt2,Rufous-naped Ground-Tyrant (pallidiceps),Muscisaxicola rufivertex pallidiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rngtyr1
